Stethoscope	ECG
0.0299072	-0.00732422
0.0506592	-0.0112915
0.0567627	-0.0161743
0.039978	-0.0161743
0.000610352	-0.00762939
-0.0390625	0.00701904
-0.0701904	0.020752
-0.0915527	0.0302124
-0.109558	0.0357056
-0.107727	0.0372314
-0.055542	0.0372314
0.0259399	0.0360107
0.0808716	0.0323486
0.0787354	0.0259399
0.0262451	0.0167847
-0.0326538	0.00610352
-0.0704956	-0.00549316
-0.0820923	-0.0131226
-0.0665283	-0.0140381
-0.0350952	-0.0106812
0.0115967	-0.00732422
0.0595093	-0.00396729
0.093689	0.00152588
0.116882	0.00915527
0.122986	0.0134277
0.107117	0.0119019
0.0616455	0.00854492
0.00213623	0.00488281
-0.0482178	-0.000305176
-0.0741577	-0.00762939
-0.0708008	-0.0183105
-0.0469971	-0.0341797
-0.0268555	-0.0521851
-0.0259399	-0.0640869
-0.0280762	-0.0683594
-0.00427246	-0.0671387
0.0512695	-0.0643921
0.106506	-0.0604248
0.110168	-0.0476074
0.0579834	-0.0250244
-0.0222778	0.000610352
-0.0942993	0.0231934
-0.130005	0.038147
-0.130005	0.045166
-0.0909424	0.0476074
-0.0253296	0.0442505
0.0320435	0.0363159
0.0595093	0.0262451
0.0476074	0.015564
0.0256348	0.00549316
0.0149536	-0.00213623
0.0296021	-0.00671387
0.0402832	-0.00946045
0.012207	-0.00915527
-0.0372314	-0.00427246
-0.0939941	0.00213623
-0.119019	0.00854492
-0.0994873	0.0112915
-0.0619507	0.0115967
-0.000915527	0.0119019
0.0430298	0.0100708
0.0869751	0.00274658
0.108032	-0.00640869
0.101013	-0.0128174
0.0637817	-0.0140381
0.00732422	-0.0131226
-0.0180054	-0.0146484
-0.00823975	-0.0170898
0.0234985	-0.0180054
0.0424194	-0.0177002
0.0259399	-0.0167847
-0.000915527	-0.0152588
-0.032959	-0.015564
-0.0637817	-0.0161743
-0.0753784	-0.0112915
-0.0436401	-0.00457764
0.0204468	-0.000915527
0.072937	-0.0012207
0.0595093	-0.00183105
0.0466919	-0.00213623
0.0497437	-0.00396729
-0.065918	-0.0088501
-0.115662	-0.0170898
-0.110779	-0.0265503
-0.0576782	-0.0366211
0.0210571	-0.0482178
0.0796509	-0.0585938
0.112305	-0.0634766
0.156555	-0.0582886
0.0375366	-0.0454712
-0.0314331	-0.0308228
-0.0314331	-0.0152588
-0.108032	-0.00152588
-0.108337	0.00701904
-0.135498	0.0106812
-0.0488281	0.0143433
0.117798	0.0186157
0.127258	0.0213623
0.131836	0.0198364
0.0335693	0.0164795
-0.110779	0.0119019
-0.136414	0.0100708
-0.134888	0.0112915
-0.0405884	0.015564
0.0561523	0.0241089
0.0796509	0.0323486
0.153809	0.0338745
0.137024	0.0296021
0.0726318	0.0158691
0.0466919	-0.00610352
-0.0497437	-0.0283813
-0.090332	-0.0411987
-0.119324	-0.0448608
-0.154724	-0.0430298
-0.09552	-0.0363159
-0.0811768	-0.0259399
-0.0378418	-0.0128174
0.0375366	0.00152588
0.015564	0.0149536
-0.0115967	0.0271606
-0.0308228	0.0369263
-0.00183105	0.0436401
0.104675	0.0457764
0.144958	0.0411987
0.150146	0.0311279
0.103455	0.0189209
0.00610352	0.00854492
-0.0460815	0.0012207
-0.0845337	-0.00396729
-0.09552	-0.00915527
-0.0653076	-0.0137329
-0.0357056	-0.017395
0.00946045	-0.0201416
0.0317383	-0.0228882
0.0180054	-0.0268555
0.0366211	-0.0289917
0.057373	-0.0265503
0.0689697	-0.0222778
0.0570679	-0.015564
0.0210571	-0.0088501
0.0180054	-0.00396729
0.0137329	0.00152588
-0.0119019	0.00823975
-0.039978	0.0192261
-0.0692749	0.032959
-0.0640869	0.0445557
-0.0360107	0.050354
0	0.0540161
0.038147	0.0616455
0.0506592	0.0689697
0.0421143	0.0686646
0.00976563	0.0622559
-0.0177002	0.0543213
-0.0195313	0.0497437
-0.0170898	0.0506592
-0.0137329	0.0534058
-0.0112915	0.0576782
-0.0244141	0.062561
-0.0598145	0.0704956
-0.128479	0.0814819
-0.17395	0.0933838
-0.146484	0.103455
-0.055542	0.110168
0.0650024	0.11322
0.158081	0.111389
0.195923	0.10498
0.169373	0.0939941
0.101929	0.0805664
0.0317383	0.067749
-0.022583	0.0564575
-0.0488281	0.0476074
-0.0753784	0.0418091
-0.088501	0.0384521
-0.0854492	0.0369263
-0.0582886	0.0366211
-0.00854492	0.0350952
0.0283813	0.0320435
0.0344849	0.0305176
0.0134277	0.0280762
-0.0012207	0.0210571
0.010376	0.00854492
0.0354004	-0.00640869
0.0521851	-0.0219727
0.0476074	-0.0372314
0.0393677	-0.0494385
0.0454712	-0.0610352
0.0448608	-0.0753784
0.0219727	-0.0897217
-0.0198364	-0.0961304
-0.0515747	-0.088501
-0.0537109	-0.0717163
-0.0259399	-0.0546265
0.0332642	-0.0378418
0.0805664	-0.0204468
0.0668335	-0.00244141
0.00488281	0.0161743
-0.057373	0.0311279
-0.0775146	0.0396729
-0.0720215	0.0430298
-0.0622559	0.0430298
-0.0466919	0.0372314
-0.0216675	0.022583
0.010376	0.00183105
0.0366211	-0.0137329
0.0512695	-0.0234985
0.0491333	-0.0305176
0.020752	-0.0360107
-0.0219727	-0.0393677
-0.0631714	-0.0405884
-0.0881958	-0.0405884
-0.0704956	-0.0411987
-0.0131226	-0.0439453
0.0384521	-0.0469971
0.0366211	-0.0460815
-0.000610352	-0.0357056
-0.015564	-0.0189209
0.00762939	0.000305176
0.039978	0.0219727
0.0552368	0.0540161
0.0689697	0.102539
0.0717163	0.169678
0.0595093	0.255127
0.0259399	0.354614
-0.00427246	0.460205
-0.017395	0.561218
-0.0296021	0.650635
-0.0546265	0.722046
-0.105286	0.768738
-0.161743	0.786438
-0.198364	0.769958
-0.186462	0.714417
-0.127869	0.62561
-0.039978	0.516052
0.0518799	0.393982
0.126343	0.263367
0.184937	0.131531
0.232544	0.00915527
0.249023	-0.0942993
0.240173	-0.169373
0.226135	-0.212097
0.159302	-0.226746
-0.00305176	-0.223389
-0.168762	-0.211487
-0.238037	-0.192566
-0.231323	-0.168762
-0.270691	-0.145874
-0.381165	-0.127258
-0.428162	-0.110168
-0.2771	-0.0930786
0.0939941	-0.0732422
0.557556	-0.0527954
0.96405	-0.0366211
1.17859	-0.0250244
1.08215	-0.0170898
0.646362	-0.0109863
-0.0393677	-0.00152588
-0.716553	0.0134277
-1.15692	0.0280762
-1.26648	0.0354004
-1.09558	0.0332642
-0.788574	0.0244141
-0.469971	0.0146484
-0.189514	0.00701904
0.0897217	0.00152588
0.37262	-0.00274658
0.619507	-0.00854492
0.749512	-0.0167847
0.702515	-0.0247192
0.489502	-0.0286865
0.153503	-0.0271606
-0.19928	-0.0238037
-0.483704	-0.0210571
-0.625305	-0.022583
-0.59967	-0.0274658
-0.393372	-0.0265503
-0.0396729	-0.017395
0.334473	-0.00640869
0.614014	-0.000915527
0.719299	0.0012207
0.671997	0.0012207
0.50293	-0.00396729
0.261841	-0.0164795
0.0167847	-0.0311279
-0.188293	-0.0411987
-0.286255	-0.0473022
-0.274963	-0.0497437
-0.183716	-0.0497437
-0.0964355	-0.0509644
-0.0524902	-0.0534058
-0.0265503	-0.0494385
-0.0012207	-0.0338745
0.0344849	-0.0128174
0.0274658	0.00640869
-0.020752	0.0198364
-0.104675	0.0274658
-0.180054	0.0317383
-0.219727	0.0354004
-0.223389	0.0378418
-0.192566	0.0378418
-0.157166	0.0366211
-0.102539	0.0350952
-0.0497437	0.0323486
-0.000610352	0.0283813
0.0411987	0.0253296
0.0805664	0.0259399
0.108032	0.0256348
0.116272	0.022583
0.121155	0.0183105
0.134583	0.0158691
0.145569	0.0164795
0.133972	0.0195313
0.109253	0.0231934
0.0714111	0.0262451
0.0314331	0.0289917
-0.00610352	0.0317383
-0.0524902	0.0344849
-0.101013	0.0360107
-0.139465	0.0357056
-0.139465	0.0332642
-0.104065	0.0292969
-0.0576782	0.0231934
-0.0292969	0.0149536
-0.012207	0.00549316
0.00457764	0.000610352
0.0390625	0.00244141
0.0732422	0.00732422
0.0872803	0.0109863
0.0772095	0.0140381
0.0540161	0.0180054
0.0323486	0.0238037
0.0305176	0.0305176
0.0338745	0.039978
0.0323486	0.0549316
0.0231934	0.0735474
0.00640869	0.0891113
-0.00946045	0.100403
-0.022583	0.11261
-0.0280762	0.125732
-0.0335693	0.138855
-0.0357056	0.146179
-0.0283813	0.1474
0.000305176	0.147095
0.0415039	0.148926
0.0714111	0.15625
0.0775146	0.165405
0.0479126	0.172119
0.00701904	0.175781
-0.0292969	0.177917
-0.0564575	0.18219
-0.0808716	0.191345
-0.112915	0.200806
-0.118408	0.203552
-0.0906372	0.197754
-0.0457764	0.188599
-0.012207	0.180054
-0.0100708	0.17395
-0.0189209	0.168762
-0.00732422	0.164795
0.0271606	0.162354
0.0628662	0.163269
0.0723267	0.166931
0.0668335	0.169983
0.0634766	0.169067
0.0485229	0.164185
0.0177002	0.157166
-0.0326538	0.149841
-0.0631714	0.139771
-0.0561523	0.127258
-0.0286865	0.115051
0.00427246	0.102539
0.0186157	0.0894165
0.0161743	0.0762939
0.0210571	0.0628662
0.0167847	0.050354
0.017395	0.039978
0.0231934	0.0296021
0.0308228	0.0134277
0.0372314	-0.00701904
0.0378418	-0.0222778
0.0415039	-0.0271606
0.0421143	-0.0247192
0.0115967	-0.020752
-0.0259399	-0.0152588
-0.032959	-0.00854492
-0.0192261	-0.00152588
0.00488281	0.00427246
0.0195313	0.00915527
0.0201416	0.0112915
0.00915527	0.00823975
-0.00976563	0.00274658
-0.0244141	-0.00427246
-0.0268555	-0.0140381
-0.0143433	-0.0262451
0.00213623	-0.0372314
0.015564	-0.0436401
0.0131226	-0.0402832
-0.0234985	-0.0332642
-0.0964355	-0.0296021
-0.167847	-0.0314331
-0.203552	-0.0354004
-0.198059	-0.0354004
-0.173645	-0.0308228
-0.162659	-0.0265503
-0.121765	-0.0247192
0.0170898	-0.0216675
0.293579	-0.0164795
0.59967	-0.010376
0.716248	-0.00701904
0.501404	-0.00976563
0.0909424	-0.0152588
-0.239868	-0.0210571
-0.360413	-0.0280762
-0.354614	-0.0344849
-0.341187	-0.0415039
-0.344543	-0.0485229
-0.328979	-0.0543213
-0.265503	-0.057373
-0.142822	-0.0585938
0.0265503	-0.0558472
0.220337	-0.0448608
0.383911	-0.0292969
0.453796	-0.0152588
0.401917	-0.00610352
0.26123	-0.00213623
0.100098	-0.0012207
-0.0317383	-0.00274658
-0.113831	-0.00671387
-0.146179	-0.0115967
-0.134583	-0.015564
-0.0805664	-0.0180054
-0.00335693	-0.0192261
0.0531006	-0.0177002
0.0561523	-0.0143433
0.0192261	-0.0143433
-0.0210571	-0.017395
-0.0332642	-0.0186157
-0.0286865	-0.0161743
-0.0332642	-0.0149536
-0.0650024	-0.0204468
-0.105591	-0.0274658
-0.125732	-0.0283813
-0.10498	-0.0308228
-0.0485229	-0.0411987
0.0350952	-0.0466919
0.117188	-0.0405884
0.160217	-0.0253296
0.136108	-0.0088501
0.0408936	0.00396729
-0.0906372	0.0134277
-0.186157	0.0201416
-0.190735	0.0253296
-0.112	0.0317383
-0.0128174	0.0405884
0.0427246	0.0460815
0.0384521	0.0424194
0.0012207	0.0314331
-0.0204468	0.0219727
-0.00793457	0.0195313
0.0238037	0.0213623
0.0531006	0.0222778
0.0680542	0.0201416
0.0704956	0.0152588
0.0592041	0.0088501
0.0344849	0.00366211
0	-0.0012207
-0.0289917	-0.0100708
-0.0393677	-0.0216675
-0.0183105	-0.0311279
0.0134277	-0.0390625
0.0302124	-0.0436401
0.0338745	-0.0436401
0.0183105	-0.0408936
-0.00762939	-0.0363159
-0.0302124	-0.0317383
-0.0271606	-0.0256348
-0.00274658	-0.0180054
0.0332642	-0.00915527
0.0549316	-0.00305176
0.0567627	-0.00396729
0.0442505	-0.0128174
0.0289917	-0.0256348
0.0427246	-0.0387573
0.083313	-0.0506592
0.0918579	-0.0604248
0.03479	-0.0653076
-0.0479126	-0.062561
-0.0927734	-0.0552368
-0.113525	-0.0439453
-0.115662	-0.0271606
-0.0982666	-0.00793457
-0.0543213	0.00976563
0.00366211	0.0259399
0.0344849	0.0408936
0.0299072	0.0482178
-0.000305176	0.043335
-0.0231934	0.0320435
-0.0360107	0.0247192
-0.0430298	0.0198364
-0.0564575	0.0134277
-0.0750732	0.00396729
-0.0799561	-0.00335693
-0.0695801	-0.00457764
-0.0439453	0.000305176
-0.0231934	0.00640869
-0.0265503	0.0106812
-0.154419	0.0112915
0.1474	0.010376
-0.0454712	0.00915527
-0.0778198	0.00640869
0.0146484	0.00213623
0.452271	-0.00396729
0.684204	-0.0128174
0.453796	-0.022583
0.0259399	-0.0338745
-0.249329	-0.0463867
-0.274658	-0.0579834
-0.199585	-0.0650024
-0.137024	-0.0714111
-0.10437	-0.0784302
-0.0610352	-0.0836182
-0.00732422	-0.0854492
0.0320435	-0.085144
0.0476074	-0.0845337
0.0515747	-0.0805664
0.027771	-0.0698853
-0.0170898	-0.0540161
-0.0540161	-0.0366211
-0.0543213	-0.0189209
-0.0244141	-0.00732422
0.0234985	-0.000305176
0.083313	0.00793457
0.132141	0.0161743
0.115967	0.022583
0.022583	0.0289917
-0.0906372	0.0357056
-0.150146	0.03479
-0.152283	0.027771
-0.128479	0.0195313
-0.103455	0.0146484
-0.0704956	0.0140381
-0.0314331	0.0109863
-0.00701904	0.00610352
0.0112915	0.00152588
0.0283813	-0.00213623
0.0408936	-0.00427246
0.0311279	-0.00335693
0.00152588	-0.00152588
-0.0286865	0
-0.0378418	0.00213623
-0.0164795	0.00335693
0.0378418	0.00244141
0.0924683	0.000610352
0.104675	-0.00213623
0.238953	-0.00457764
0.521545	-0.00854492
0.365906	-0.0137329
-0.375366	-0.0195313
-1.08154	-0.0244141
-1.09344	-0.0317383
-0.391846	-0.0405884
0.374451	-0.0466919
0.79834	-0.0494385
0.828552	-0.0531006
0.643005	-0.0610352
0.354919	-0.0708008
0.0485229	-0.0738525
-0.167236	-0.0726318
-0.245361	-0.0744629
-0.187988	-0.0732422
-0.0671387	-0.0619507
0.0314331	-0.0463867
0.0314331	-0.0308228
-0.0476074	-0.0167847
-0.14679	-0.00305176
-0.21759	0.00793457
-0.236816	0.0128174
-0.193787	0.0137329
-0.0967407	0.0140381
0.0228882	0.0137329
0.110779	0.0125122
0.131836	0.00854492
0.0909424	0.00366211
0.0201416	0.000915527
-0.0469971	0.00305176
-0.0720215	0.00701904
-0.0463867	0.0106812
-0.00305176	0.0112915
0.0161743	0.00732422
0.00366211	0.00152588
-0.0149536	-0.0012207
-0.0088501	-0.00335693
0.00244141	-0.0100708
-0.00152588	-0.0186157
-0.0143433	-0.0210571
-0.0134277	-0.0186157
0.0100708	-0.0131226
0.0372314	-0.00457764
0.0439453	0.00671387
0.0259399	0.0180054
-0.000915527	0.0265503
-0.0164795	0.0311279
-0.0125122	0.0296021
-0.000915527	0.0219727
0.0125122	0.0115967
0.0311279	0.000610352
0.0543213	-0.0106812
0.0595093	-0.022583
0.0256348	-0.0350952
-0.0256348	-0.0476074
-0.0506592	-0.0543213
-0.0271606	-0.0518799
0.0286865	-0.0454712
0.0942993	-0.039978
0.133972	-0.0332642
0.117493	-0.0241089
0.06073	-0.0137329
0.00549316	-0.00610352
-0.0314331	0.000305176
-0.0448608	0.00946045
-0.0500488	0.0216675
-0.057373	0.0299072
-0.0643921	0.0292969
-0.0704956	0.0268555
-0.0671387	0.0274658
-0.0494385	0.032959
-0.0234985	0.0445557
-0.0134277	0.0588989
-0.0308228	0.0668335
-0.0622559	0.0646973
-0.0732422	0.0585938
-0.0439453	0.0540161
0.0216675	0.0500488
0.0765991	0.0439453
0.0863647	0.0350952
0.0427246	0.0262451
-0.0201416	0.0149536
-0.0640869	0.000610352
-0.072937	-0.010376
-0.0491333	-0.00732422
-0.00488281	0.00732422
0.0369263	0.0247192
0.0643921	0.0430298
0.0723267	0.0646973
0.0552368	0.0845337
0.020752	0.0970459
-0.00518799	0.101013
-0.00701904	0.0939941
-0.00305176	0.0750732
-0.0134277	0.0497437
-0.0280762	0.0222778
-0.038147	-0.00457764
-0.0384521	-0.0289917
-0.0314331	-0.0506592
-0.017395	-0.0695801
0.0137329	-0.0817871
0.0610352	-0.0848389
0.0973511	-0.0814819
0.11261	-0.0744629
0.112915	-0.065918
0.0961304	-0.0582886
0.0622559	-0.0543213
0.0140381	-0.0561523
-0.03479	-0.06073
-0.0695801	-0.0592041
-0.0759888	-0.0515747
-0.062561	-0.0430298
-0.0296021	-0.03479
0.00518799	-0.0274658
0.017395	-0.0216675
0.010376	-0.0183105
-0.010376	-0.0164795
-0.0308228	-0.0106812
-0.0476074	-0.00213623
-0.0692749	0.00274658
-0.0894165	0.00305176
-0.0985718	0.00244141
-0.0949097	0.00488281
-0.0769043	0.010376
-0.0616455	0.0143433
-0.0372314	0.0128174
0.00396729	0.00549316
0.0720215	-0.00335693
0.131531	-0.0146484
0.148926	-0.0308228
0.127563	-0.0476074
0.0900269	-0.0616455
0.0424194	-0.0720215
-0.0213623	-0.0802612
-0.0823975	-0.0817871
-0.112915	-0.0698853
-0.0869751	-0.0457764
-0.0115967	-0.0119019
0.0808716	0.0350952
0.140381	0.0952148
0.13855	0.1651
0.101013	0.24353
0.0598145	0.332336
0.0152588	0.428467
-0.0411987	0.52063
-0.108643	0.603027
-0.163574	0.670166
-0.19165	0.713501
-0.212708	0.726013
-0.198059	0.703125
-0.133057	0.643005
0.00671387	0.552063
0.152588	0.442505
0.254517	0.319214
0.252991	0.189819
0.198059	0.0683594
0.124512	-0.0363159
0.0839233	-0.119629
0.0454712	-0.178833
0.0134277	-0.213013
-0.0588989	-0.223694
0.0424194	-0.215759
-0.114441	-0.194702
-0.449524	-0.165405
-0.707092	-0.134583
-0.658264	-0.107727
-0.352783	-0.0875854
-0.00762939	-0.0750732
0.330811	-0.0680542
0.602722	-0.0637817
0.842896	-0.06073
1.02264	-0.055542
1.08154	-0.0491333
0.92865	-0.045166
0.5896	-0.043335
-0.171509	-0.0384521
-1.31683	-0.0286865
-2.14905	-0.0195313
-1.79077	-0.0143433
-0.588989	-0.0128174
0.424194	-0.0137329
0.620117	-0.0146484
0.319214	-0.0161743
0.0921631	-0.0189209
0.147705	-0.0231934
0.342407	-0.027771
0.395203	-0.0302124
0.312195	-0.0283813
0.146179	-0.0250244
-0.0628662	-0.0265503
0.123901	-0.0323486
0.388489	-0.0350952
0.406494	-0.0335693
-0.0286865	-0.0338745
-0.587158	-0.0372314
-0.855713	-0.0430298
-0.700684	-0.0485229
-0.225525	-0.050354
0.193787	-0.0473022
0.382996	-0.0372314
0.357666	-0.0241089
0.273132	-0.0112915
0.188904	0.0012207
0.101624	0.012207
0.017395	0.0210571
0.0134277	0.0289917
0.167847	0.0375366
0.397644	0.0448608
0.284729	0.0469971
-0.101013	0.0436401
-0.539856	0.0354004
-0.756531	0.0228882
-0.74585	0.0115967
-0.505066	0.00396729
-0.234985	-0.000915527
0.300293	-0.00610352
0.72937	-0.0134277
0.874023	-0.0228882
0.560303	-0.0308228
0.0323486	-0.0326538
-0.368042	-0.0265503
-0.487366	-0.0177002
-0.383911	-0.0112915
-0.282898	-0.00793457
-0.195007	-0.00762939
0.00152588	-0.00579834
0.315247	-0.0012207
0.379944	0.00427246
0.290833	0.0106812
0.202332	0.0192261
0.238342	0.0253296
0.154114	0.0247192
-0.246277	0.0183105
-0.785828	0.00976563
-0.749207	0.00488281
-0.0704956	0.00915527
0.742493	0.0180054
1.09558	0.0247192
0.845947	0.0283813
0.291443	0.0326538
-0.211487	0.0375366
-0.505371	0.0430298
-0.544128	0.0491333
-0.454407	0.0564575
-0.27832	0.0646973
-0.0921631	0.0701904
0.0424194	0.0668335
0.0927734	0.0579834
0.0701904	0.0494385
0.0158691	0.0415039
-0.0448608	0.0372314
-0.0357056	0.039978
0.0299072	0.0497437
0.0964355	0.0640869
0.0592041	0.0802612
-0.0674438	0.09552
-0.193787	0.107422
-0.237122	0.117493
-0.190125	0.127563
-0.121765	0.137329
-0.0415039	0.147095
0.0549316	0.154724
0.201721	0.158386
0.38269	0.159302
0.45166	0.158081
0.220947	0.15686
-0.108337	0.154114
-0.289917	0.152283
-0.227051	0.155945
-0.0930786	0.162048
-0.0332642	0.167542
0.0259399	0.170593
0.0985718	0.17395
0.270386	0.175476
0.116882	0.172119
-0.239258	0.167236
-0.596924	0.160828
-0.534363	0.154114
-0.139465	0.14801
0.305786	0.142517
0.57373	0.135498
0.603333	0.126648
0.426636	0.117188
0.14679	0.109253
-0.0912476	0.10498
-0.217896	0.105286
-0.236511	0.106201
-0.187988	0.102539
-0.0912476	0.0927734
0.0674438	0.0820923
0.265198	0.0772095
0.456848	0.0772095
0.515747	0.0726318
0.301208	0.0610352
-0.0845337	0.0527954
-0.489502	0.0518799
-0.692444	0.0518799
-0.6604	0.0485229
-0.448914	0.0427246
-0.160217	0.0360107
0.0930786	0.0271606
0.239563	0.0195313
0.282898	0.0158691
0.264893	0.0140381
0.214844	0.0106812
0.120239	0.00427246
-0.0338745	-0.00213623
0.0506592	-0.00396729
-0.0479126	-0.00213623
-0.186462	-0.000915527
-0.670471	-0.00396729
-1.0611	-0.0088501
-1.05743	-0.0119019
-0.572205	-0.00915527
0.185242	-0.000915527
0.792542	0.00518799
1.07239	0.00701904
0.910339	0.00579834
0.641479	0.00457764
0.407715	0.00335693
0.175171	0
0.0213623	-0.00610352
-0.0357056	-0.0167847
0.00823975	-0.0292969
0.0698853	-0.0405884
0.0524902	-0.0476074
-0.057373	-0.0509644
-0.100098	-0.0549316
-0.0964355	-0.0579834
-0.00579834	-0.0552368
0.032959	-0.0454712
-0.088501	-0.0332642
-0.305481	-0.0253296
-0.397339	-0.0250244
-0.270386	-0.0265503
-0.1297	-0.0247192
-0.0457764	-0.0219727
-0.065918	-0.0213623
-0.0405884	-0.0216675
0.0463867	-0.022583
0.168762	-0.0247192
0.254822	-0.0259399
0.26062	-0.0247192
0.183411	-0.0201416
0.039978	-0.0140381
-0.125122	-0.00854492
-0.261536	-0.00335693
-0.322266	0.00213623
-0.292969	0.0115967
-0.192566	0.020752
-0.0592041	0.0244141
0.0714111	0.0250244
0.183411	0.0259399
0.268555	0.0231934
0.317383	0.0195313
0.32196	0.0204468
0.259705	0.0222778
0.151672	0.020752
-0.0106812	0.0180054
-0.115356	0.0158691
-0.186157	0.0128174
-0.231323	0.00823975
-0.267029	0.00244141
-0.319519	-0.00427246
-0.0662231	-0.0109863
0.660706	-0.0149536
0.950928	-0.0180054
0.455017	-0.0244141
-0.517273	-0.0296021
-1.22467	-0.0305176
-1.19568	-0.0274658
-0.603943	-0.0262451
0.0320435	-0.0317383
0.365601	-0.0369263
0.457458	-0.0323486
0.53009	-0.0186157
0.647278	-0.00579834
0.628967	0.0012207
0.429688	0.00335693
0.116882	0.00640869
-0.141602	0.0164795
-0.229492	0.0314331
-0.276184	0.0454712
-0.346375	0.0546265
-0.368042	0.0561523
-0.352478	0.050354
-0.304871	0.0393677
-0.205994	0.0259399
-0.0140381	0.0134277
0.176392	0.00518799
0.244446	0.00244141
0.221558	0.00335693
0.159607	0.00518799
0.145264	0.00640869
0.123901	0.00793457
0.0927734	0.0106812
0.0445557	0.0134277
0.00946045	0.0170898
-0.020752	0.0189209
-0.0601196	0.0146484
-0.090332	0.0100708
-0.0830078	0.0100708
-0.0424194	0.0106812
-0.0292969	0.00610352
-0.0515747	0.00183105
-0.0695801	0.000915527
-0.0286865	0.00518799
0.06073	0.0109863
0.148315	0.0152588
0.205688	0.0198364
0.240479	0.0241089
0.237732	0.0241089
0.0961304	0.0213623
-0.187683	0.0186157
-0.4422	0.0140381
-0.448608	0.00762939
-0.254517	-0.000610352
0.0259399	-0.0088501
0.65033	-0.0149536
0.559692	-0.0204468
0.505066	-0.027771
0.062561	-0.0326538
-0.446167	-0.0323486
-0.96405	-0.0302124
-1.22345	-0.0286865
-0.918579	-0.0244141
-0.308838	-0.0158691
0.307922	-0.00518799
0.680237	0.00488281
0.8078	0.0143433
0.757141	0.0201416
0.53894	0.020752
0.270081	0.0189209
0.0601196	0.017395
-0.0592041	0.0167847
-0.121765	0.0152588
-0.140076	0.0100708
-0.138855	0.000305176
-0.141907	-0.0109863
-0.149841	-0.020752
-0.116272	-0.0271606
-0.0320435	-0.0250244
0.0479126	-0.0158691
0.0701904	-0.00488281
0.022583	0.00671387
-0.0332642	0.0189209
-0.0637817	0.0302124
-0.0485229	0.039978
-0.00793457	0.0491333
0.0292969	0.0567627
0.0311279	0.0564575
0.15564	0.0448608
0.350342	0.0350952
0.413818	0.0335693
0.180664	0.0308228
-0.213013	0.0222778
-0.527649	0.0137329
-0.641479	0.00762939
-0.558777	0.00335693
-0.311279	0.0012207
0.0228882	0.000305176
0.318298	-0.00244141
0.4599	-0.00610352
0.444336	-0.0100708
0.310059	-0.0167847
0.139465	-0.027771
-0.0115967	-0.0369263
-0.111694	-0.0396729
-0.221558	-0.0357056
-0.350952	-0.0274658
-0.450134	-0.0189209
-0.382996	-0.0128174
-0.263062	-0.00793457
-0.166016	0.00213623
0.20813	0.0167847
0.787964	0.0308228
1.20758	0.0369263
1.09222	0.0320435
0.507813	0.0228882
-0.194092	0.0186157
-0.774841	0.0158691
-1.01746	0.010376
-0.925293	0.00579834
-0.606995	0.00396729
-0.263062	0.00549316
0.0558472	0.0125122
0.319824	0.0216675
0.415344	0.0292969
0.290833	0.0338745
0.0595093	0.0366211
-0.0497437	0.0360107
0.0784302	0.0341797
0.345764	0.0271606
0.540466	0.010376
0.52948	-0.00976563
0.278931	-0.0244141
-0.117493	-0.0305176
-0.492859	-0.0308228
-0.682983	-0.0250244
-0.643921	-0.0164795
-0.432129	-0.0100708
-0.167236	-0.010376
0.0671387	-0.0119019
0.241699	-0.00488281
0.345764	0.00732422
0.364075	0.0192261
0.278931	0.0283813
0.128174	0.0344849
-0.0115967	0.0378418
-0.0900269	0.0375366
-0.0628662	0.0387573
0.0131226	0.0415039
-0.0402832	0.0421143
-0.248413	0.0408936
-0.426636	0.039978
-0.380554	0.0378418
-0.124512	0.03479
0.159302	0.0326538
0.350647	0.0314331
0.407104	0.032959
0.352783	0.038147
0.242615	0.0424194
0.116577	0.039978
-0.0222778	0.0344849
-0.171814	0.0296021
-0.292053	0.0234985
-0.337219	0.0152588
-0.29541	0.00732422
-0.161743	0.000305176
0.0350952	-0.00610352
0.208435	-0.00976563
0.299072	-0.00823975
0.306702	-0.00427246
0.27771	-0.000305176
0.195923	0.00640869
-0.0112915	0.015564
-0.270691	0.0238037
-0.405579	0.0256348
-0.314026	0.0244141
-0.0665283	0.0280762
0.169067	0.0341797
0.283508	0.0366211
0.28595	0.0357056
0.218506	0.0314331
0.106201	0.0231934
-0.0289917	0.0164795
-0.154724	0.012207
-0.228882	0.0125122
-0.256958	0.0192261
-0.244446	0.0299072
-0.157471	0.043335
0.0131226	0.0592041
0.220642	0.0735474
0.190735	0.0836182
-0.263367	0.0912476
-0.579834	0.098877
-0.492554	0.10498
0.0640869	0.105286
0.678101	0.0985718
0.902405	0.0869751
0.570068	0.0750732
0.0701904	0.0637817
-0.288391	0.0540161
-0.293274	0.0494385
0.0512695	0.0494385
0.314026	0.0509644
0.0643921	0.0515747
-0.707397	0.0500488
-1.315	0.0454712
-1.34583	0.0396729
-0.610046	0.03479
0.433044	0.032959
1.22101	0.0314331
1.5448	0.0256348
1.45752	0.015564
1.03973	0.00579834
0.257263	-0.00274658
-0.660706	-0.0128174
-1.31927	-0.0210571
-1.3678	-0.0238037
-0.883789	-0.0228882
-0.194702	-0.0216675
0.442505	-0.022583
0.779724	-0.0231934
0.803833	-0.020752
0.554504	-0.0137329
0.14801	-0.00640869
-0.198059	-0.00183105
-0.39093	0
