L I	L III	L II(Calc.)
-0.022583	-0.00244141	-0.0250244
-0.0244141	-0.0012207	-0.0256348
-0.0256348	-0.000610352	-0.0262451
-0.0265503	-0.000305176	-0.0268555
-0.0271606	0.00152588	-0.0256348
-0.0280762	0.00305176	-0.0250244
-0.0299072	0.00457764	-0.0253296
-0.0335693	0.00671387	-0.0268555
-0.0363159	0.00732422	-0.0289917
-0.0390625	0.00793457	-0.0311279
-0.043335	0.0100708	-0.0332642
-0.0469971	0.0112915	-0.0357056
-0.0512695	0.012207	-0.0390625
-0.0552368	0.0131226	-0.0421143
-0.057373	0.0140381	-0.043335
-0.0598145	0.0167847	-0.0430298
-0.0628662	0.0213623	-0.0415039
-0.0665283	0.0271606	-0.0393677
-0.0689697	0.0323486	-0.0366211
-0.0650024	0.0311279	-0.0338745
-0.0558472	0.0250244	-0.0308228
-0.0469971	0.0180054	-0.0289917
-0.0411987	0.0125122	-0.0286865
-0.0369263	0.00854492	-0.0283813
-0.0320435	0.00396729	-0.0280762
-0.0250244	-0.00305176	-0.0280762
-0.0183105	-0.0106812	-0.0289917
-0.017395	-0.0131226	-0.0305176
-0.0201416	-0.0119019	-0.0320435
-0.0228882	-0.0112915	-0.0341797
-0.0268555	-0.0088501	-0.0357056
-0.0317383	-0.00366211	-0.0354004
-0.0344849	0.00213623	-0.0323486
-0.0323486	0.00518799	-0.0271606
-0.0292969	0.00579834	-0.0234985
-0.0274658	0.00610352	-0.0213623
-0.0262451	0.00579834	-0.0204468
-0.0244141	0.00396729	-0.0204468
-0.0213623	0.00152588	-0.0198364
-0.0161743	-0.000610352	-0.0167847
-0.0131226	0	-0.0131226
-0.0170898	0.00396729	-0.0131226
-0.0259399	0.00915527	-0.0167847
-0.0341797	0.0131226	-0.0210571
-0.038147	0.0137329	-0.0244141
-0.0427246	0.0152588	-0.0274658
-0.0506592	0.0204468	-0.0302124
-0.0564575	0.0247192	-0.0317383
-0.055542	0.0241089	-0.0314331
-0.0509644	0.0213623	-0.0296021
-0.0466919	0.0186157	-0.0280762
-0.0448608	0.017395	-0.0274658
-0.0439453	0.0167847	-0.0271606
-0.0424194	0.0161743	-0.0262451
-0.0375366	0.0134277	-0.0241089
-0.0317383	0.010376	-0.0213623
-0.0308228	0.012207	-0.0186157
-0.0302124	0.0134277	-0.0167847
-0.0262451	0.0100708	-0.0161743
-0.0231934	0.00732422	-0.0158691
-0.0250244	0.00915527	-0.0158691
-0.027771	0.012207	-0.015564
-0.0283813	0.0143433	-0.0140381
-0.0305176	0.0177002	-0.0128174
-0.0357056	0.0238037	-0.0119019
-0.0421143	0.0296021	-0.0125122
-0.0482178	0.0338745	-0.0143433
-0.0509644	0.0357056	-0.0152588
-0.0491333	0.0360107	-0.0131226
-0.0442505	0.03479	-0.00946045
-0.0390625	0.0335693	-0.00549316
-0.0338745	0.0323486	-0.00152588
-0.0286865	0.0296021	0.000915527
-0.0219727	0.0268555	0.00488281
-0.0146484	0.0241089	0.00946045
-0.010376	0.0238037	0.0134277
-0.010376	0.0265503	0.0161743
-0.0106812	0.0289917	0.0183105
-0.00854492	0.0299072	0.0213623
-0.00579834	0.0302124	0.0244141
-0.00457764	0.0299072	0.0253296
-0.00640869	0.0311279	0.0247192
-0.00976563	0.03479	0.0250244
-0.010376	0.0366211	0.0262451
-0.00793457	0.0354004	0.0274658
-0.00488281	0.032959	0.0280762
0.000610352	0.0314331	0.0320435
0.00549316	0.0311279	0.0366211
0.00701904	0.0308228	0.0378418
0.00427246	0.0299072	0.0341797
0.000305176	0.0296021	0.0299072
0.000610352	0.0302124	0.0308228
0.00518799	0.0302124	0.0354004
0.0088501	0.0289917	0.0378418
0.0100708	0.027771	0.0378418
0.012207	0.0262451	0.0384521
0.0158691	0.0238037	0.0396729
0.0204468	0.0195313	0.039978
0.0253296	0.0137329	0.0390625
0.0271606	0.0109863	0.038147
0.0247192	0.0112915	0.0360107
0.0192261	0.0115967	0.0308228
0.0134277	0.0100708	0.0234985
0.00976563	0.00732422	0.0170898
0.00946045	0.00335693	0.0128174
0.00854492	0.000305176	0.0088501
-0.00213623	0.00610352	0.00396729
-0.0210571	0.0195313	-0.00152588
-0.0332642	0.0271606	-0.00610352
-0.0354004	0.0253296	-0.0100708
-0.0341797	0.0210571	-0.0131226
-0.032959	0.0183105	-0.0146484
-0.032959	0.0164795	-0.0164795
-0.032959	0.0131226	-0.0198364
-0.0311279	0.00701904	-0.0241089
-0.0268555	-0.00244141	-0.0292969
-0.0210571	-0.0134277	-0.0344849
-0.015564	-0.0231934	-0.0387573
-0.012207	-0.0308228	-0.0430298
-0.010376	-0.0357056	-0.0460815
-0.00854492	-0.0387573	-0.0473022
-0.00762939	-0.0402832	-0.0479126
-0.0088501	-0.038147	-0.0469971
-0.0134277	-0.0320435	-0.0454712
-0.0192261	-0.0247192	-0.0439453
-0.022583	-0.0192261	-0.0418091
-0.022583	-0.0161743	-0.0387573
-0.0213623	-0.0146484	-0.0360107
-0.0195313	-0.0146484	-0.0341797
-0.0170898	-0.0146484	-0.0317383
-0.0161743	-0.0143433	-0.0305176
-0.0164795	-0.0140381	-0.0305176
-0.0189209	-0.0146484	-0.0335693
-0.0228882	-0.0152588	-0.038147
-0.0265503	-0.0146484	-0.0411987
-0.0317383	-0.0106812	-0.0424194
-0.0390625	-0.00427246	-0.043335
-0.0418091	0.0012207	-0.0405884
-0.0390625	0.00488281	-0.0341797
-0.0350952	0.00701904	-0.0280762
-0.0323486	0.00854492	-0.0238037
-0.0323486	0.0109863	-0.0213623
-0.0335693	0.0146484	-0.0189209
-0.0357056	0.0183105	-0.017395
-0.0387573	0.0198364	-0.0189209
-0.039978	0.0183105	-0.0216675
-0.0396729	0.0146484	-0.0250244
-0.0411987	0.0128174	-0.0283813
-0.0418091	0.012207	-0.0296021
-0.0354004	0.00946045	-0.0259399
-0.0204468	0.00518799	-0.0152588
-0.0012207	0.00671387	0.00549316
0.0228882	0.0146484	0.0375366
0.0567627	0.0256348	0.0823975
0.0982666	0.0415039	0.139771
0.143127	0.0637817	0.206909
0.186462	0.0958252	0.282288
0.224609	0.137939	0.362549
0.257874	0.185852	0.443726
0.284119	0.236816	0.520935
0.299072	0.28656	0.585632
0.298157	0.332642	0.630798
0.274048	0.376892	0.65094
0.229492	0.413513	0.643005
0.171814	0.436401	0.608215
0.107117	0.4422	0.549316
0.0393677	0.430298	0.469666
-0.0286865	0.402222	0.373535
-0.0942993	0.361328	0.267029
-0.151672	0.310059	0.158386
-0.195313	0.251465	0.0561523
-0.222168	0.189514	-0.0326538
-0.231934	0.126953	-0.10498
-0.22583	0.0674438	-0.158386
-0.204773	0.0158691	-0.188904
-0.173035	-0.0247192	-0.197754
-0.13855	-0.0527954	-0.191345
-0.109558	-0.0680542	-0.177612
-0.0863647	-0.0720215	-0.158386
-0.0692749	-0.0662231	-0.135498
-0.0561523	-0.0552368	-0.111389
-0.0454712	-0.0430298	-0.088501
-0.0363159	-0.0317383	-0.0680542
-0.0308228	-0.0204468	-0.0512695
-0.032959	-0.00854492	-0.0415039
-0.0384521	0.000305176	-0.038147
-0.0415039	0.00457764	-0.0369263
-0.0415039	0.00518799	-0.0363159
-0.0405884	0.00518799	-0.0354004
-0.0411987	0.00518799	-0.0360107
-0.0463867	0.00762939	-0.0387573
-0.0509644	0.00915527	-0.0418091
-0.0488281	0.00793457	-0.0408936
-0.0479126	0.010376	-0.0375366
-0.0512695	0.0161743	-0.0350952
-0.0534058	0.0186157	-0.03479
-0.0537109	0.0183105	-0.0354004
-0.0540161	0.0186157	-0.0354004
-0.0518799	0.0186157	-0.0332642
-0.0466919	0.015564	-0.0311279
-0.0411987	0.0106812	-0.0305176
-0.0372314	0.00579834	-0.0314331
-0.0314331	0.000610352	-0.0308228
-0.0259399	-0.00396729	-0.0299072
-0.0213623	-0.00732422	-0.0286865
-0.017395	-0.00946045	-0.0268555
-0.0149536	-0.0100708	-0.0250244
-0.0149536	-0.0088501	-0.0238037
-0.0161743	-0.00640869	-0.022583
-0.017395	-0.00244141	-0.0198364
-0.020752	0.00366211	-0.0170898
-0.0253296	0.00915527	-0.0161743
-0.0262451	0.00946045	-0.0167847
-0.0234985	0.00549316	-0.0180054
-0.0177002	0.000915527	-0.0167847
-0.0125122	-0.0012207	-0.0137329
-0.00946045	-0.00183105	-0.0112915
-0.0088501	-0.00274658	-0.0115967
-0.0088501	-0.00366211	-0.0125122
-0.0088501	-0.00396729	-0.0128174
-0.00823975	-0.00427246	-0.0125122
-0.00793457	-0.00457764	-0.0125122
-0.00793457	-0.00427246	-0.012207
-0.00946045	-0.00183105	-0.0112915
-0.0137329	0.00213623	-0.0115967
-0.0189209	0.00579834	-0.0131226
-0.0222778	0.00640869	-0.0158691
-0.0231934	0.00396729	-0.0192261
-0.0222778	0.000915527	-0.0213623
-0.0201416	-0.000915527	-0.0210571
-0.0186157	-0.0012207	-0.0198364
-0.0183105	-0.000305176	-0.0186157
-0.0161743	-0.0012207	-0.017395
-0.0125122	-0.00396729	-0.0164795
-0.0100708	-0.00701904	-0.0170898
-0.010376	-0.00793457	-0.0183105
-0.0119019	-0.00671387	-0.0186157
-0.0115967	-0.00488281	-0.0164795
-0.00976563	-0.00244141	-0.012207
-0.00732422	-0.000610352	-0.00793457
-0.00579834	0.000610352	-0.00518799
-0.00366211	-0.0012207	-0.00488281
-0.00305176	-0.00305176	-0.00610352
-0.00366211	-0.000915527	-0.00457764
-0.00305176	0.00335693	0.000305176
-0.0012207	0.00427246	0.00305176
0.00457764	0	0.00457764
0.0152588	-0.00701904	0.00823975
0.0265503	-0.0137329	0.0128174
0.0363159	-0.0195313	0.0167847
0.0457764	-0.0244141	0.0213623
0.0543213	-0.0286865	0.0256348
0.0619507	-0.0317383	0.0302124
0.0698853	-0.0357056	0.0341797
0.0769043	-0.0396729	0.0372314
0.0839233	-0.043335	0.0405884
0.0906372	-0.0466919	0.0439453
0.0958252	-0.0491333	0.0466919
0.0967407	-0.0482178	0.0485229
0.0952148	-0.0448608	0.050354
0.0949097	-0.0427246	0.0521851
0.0967407	-0.0418091	0.0549316
0.100403	-0.0411987	0.0592041
0.105286	-0.0402832	0.0650024
0.110474	-0.0387573	0.0717163
0.115356	-0.0372314	0.078125
0.120544	-0.0366211	0.0839233
0.125732	-0.0375366	0.0881958
0.130005	-0.038147	0.0918579
0.134277	-0.0372314	0.0970459
0.137939	-0.0350952	0.102844
0.13916	-0.0317383	0.107422
0.138245	-0.0259399	0.112305
0.137024	-0.0201416	0.116882
0.137634	-0.0158691	0.121765
0.136719	-0.0109863	0.125732
0.133057	-0.00427246	0.128784
0.13092	0.0012207	0.132141
0.130615	0.00671387	0.137329
0.129089	0.0140381	0.143127
0.127563	0.0195313	0.147095
0.127258	0.0201416	0.1474
0.126343	0.0180054	0.144348
0.127563	0.0149536	0.142517
0.132751	0.0128174	0.145569
0.138245	0.0115967	0.149841
0.13916	0.010376	0.149536
0.135498	0.00854492	0.144043
0.13031	0.00640869	0.136719
0.126648	0.00366211	0.13031
0.119019	0.00427246	0.123291
0.108643	0.00732422	0.115967
0.10376	0.00762939	0.111389
0.0964355	0.0100708	0.106506
0.0778198	0.0228882	0.100708
0.0564575	0.0372314	0.093689
0.0415039	0.0448608	0.0863647
0.0323486	0.0457764	0.078125
0.0231934	0.0457764	0.0689697
0.0152588	0.0476074	0.0628662
0.0112915	0.0485229	0.0598145
0.010376	0.0457764	0.0561523
0.010376	0.0396729	0.0500488
0.00976563	0.032959	0.0427246
0.0088501	0.0268555	0.0357056
0.00823975	0.0219727	0.0302124
0.00640869	0.0198364	0.0262451
0.00274658	0.0198364	0.022583
-0.0012207	0.0198364	0.0186157
-0.00701904	0.020752	0.0137329
-0.0189209	0.0265503	0.00762939
-0.0320435	0.032959	0.000915527
-0.0408936	0.0350952	-0.00579834
-0.0460815	0.0344849	-0.0115967
-0.0506592	0.0341797	-0.0164795
-0.0543213	0.0332642	-0.0210571
-0.0558472	0.0317383	-0.0241089
-0.0543213	0.027771	-0.0265503
-0.0515747	0.022583	-0.0289917
-0.0479126	0.0177002	-0.0302124
-0.043335	0.0137329	-0.0296021
-0.0384521	0.010376	-0.0280762
-0.0357056	0.00915527	-0.0265503
-0.03479	0.00854492	-0.0262451
-0.0354004	0.00854492	-0.0268555
-0.0415039	0.0131226	-0.0283813
-0.050354	0.0204468	-0.0299072
-0.0546265	0.0253296	-0.0292969
-0.0558472	0.0280762	-0.027771
-0.0558472	0.0289917	-0.0268555
-0.0564575	0.0286865	-0.027771
-0.0598145	0.0305176	-0.0292969
-0.0650024	0.0344849	-0.0305176
-0.0656128	0.0341797	-0.0314331
-0.0576782	0.0265503	-0.0311279
-0.0445557	0.0140381	-0.0305176
-0.0390625	0.00915527	-0.0299072
-0.0445557	0.0134277	-0.0311279
-0.0534058	0.0198364	-0.0335693
-0.0585938	0.0222778	-0.0363159
-0.0640869	0.0241089	-0.039978
-0.0662231	0.0268555	-0.0393677
-0.0631714	0.0289917	-0.0341797
-0.0601196	0.0305176	-0.0296021
-0.0604248	0.0326538	-0.027771
-0.0622559	0.0354004	-0.0268555
-0.0604248	0.0344849	-0.0259399
-0.0543213	0.0289917	-0.0253296
-0.0476074	0.0216675	-0.0259399
-0.0393677	0.0149536	-0.0244141
-0.0326538	0.010376	-0.0222778
-0.0299072	0.00793457	-0.0219727
-0.0323486	0.00732422	-0.0250244
-0.0369263	0.00762939	-0.0292969
-0.0405884	0.0088501	-0.0317383
-0.0415039	0.0100708	-0.0314331
-0.038147	0.0106812	-0.0274658
-0.0326538	0.0112915	-0.0213623
-0.0314331	0.015564	-0.0158691
-0.0341797	0.022583	-0.0115967
-0.0338745	0.0262451	-0.00762939
-0.0299072	0.0253296	-0.00457764
-0.0253296	0.0234985	-0.00183105
-0.0228882	0.0219727	-0.000915527
-0.0219727	0.0201416	-0.00183105
-0.0238037	0.0201416	-0.00366211
-0.0280762	0.0219727	-0.00610352
-0.0314331	0.0216675	-0.00976563
-0.0354004	0.020752	-0.0146484
-0.0390625	0.0198364	-0.0192261
-0.0393677	0.017395	-0.0219727
-0.0387573	0.0146484	-0.0241089
-0.0396729	0.0143433	-0.0253296
-0.0411987	0.0149536	-0.0262451
-0.0408936	0.0140381	-0.0268555
-0.0384521	0.012207	-0.0262451
-0.03479	0.00946045	-0.0253296
-0.0305176	0.00671387	-0.0238037
-0.0271606	0.00457764	-0.022583
-0.0241089	0.00244141	-0.0216675
-0.0228882	0.0012207	-0.0216675
-0.022583	-0.000305176	-0.0228882
-0.0204468	-0.00396729	-0.0244141
-0.0186157	-0.00640869	-0.0250244
-0.0210571	-0.00457764	-0.0256348
-0.0265503	-0.0012207	-0.027771
-0.0366211	0.00610352	-0.0305176
-0.0488281	0.0195313	-0.0292969
-0.057373	0.0305176	-0.0268555
-0.0588989	0.0335693	-0.0253296
-0.0585938	0.032959	-0.0256348
-0.0585938	0.0320435	-0.0265503
-0.0567627	0.0317383	-0.0250244
-0.0518799	0.0302124	-0.0216675
-0.0457764	0.0274658	-0.0183105
-0.0393677	0.0222778	-0.0170898
-0.0338745	0.0146484	-0.0192261
-0.0262451	0.00579834	-0.0204468
-0.015564	-0.00305176	-0.0186157
-0.00701904	-0.0100708	-0.0170898
-0.00640869	-0.0125122	-0.0189209
-0.0109863	-0.0112915	-0.0222778
-0.0137329	-0.00793457	-0.0216675
-0.0137329	-0.00549316	-0.0192261
-0.0128174	-0.00427246	-0.0170898
-0.012207	-0.00457764	-0.0167847
-0.0119019	-0.00579834	-0.0177002
-0.012207	-0.00640869	-0.0186157
-0.0137329	-0.00579834	-0.0195313
-0.0152588	-0.00427246	-0.0195313
-0.0170898	-0.00213623	-0.0192261
-0.0201416	-0.000305176	-0.0204468
-0.0247192	0.00183105	-0.0228882
-0.0326538	0.00427246	-0.0283813
-0.0430298	0.00671387	-0.0363159
-0.0506592	0.00823975	-0.0424194
-0.0515747	0.0088501	-0.0427246
-0.0476074	0.00854492	-0.0390625
-0.0418091	0.00762939	-0.0341797
-0.0360107	0.00579834	-0.0302124
-0.0305176	0.00427246	-0.0262451
-0.0253296	0.00457764	-0.020752
-0.0198364	0.00457764	-0.0152588
-0.0149536	0.00488281	-0.0100708
-0.0128174	0.00762939	-0.00518799
-0.0125122	0.0109863	-0.00152588
-0.0146484	0.0137329	-0.000915527
-0.0180054	0.0149536	-0.00305176
-0.0213623	0.0152588	-0.00610352
-0.0250244	0.0152588	-0.00976563
-0.0286865	0.0158691	-0.0128174
-0.03479	0.0195313	-0.0152588
-0.0390625	0.0222778	-0.0167847
-0.0378418	0.0201416	-0.0177002
-0.0338745	0.015564	-0.0183105
-0.0308228	0.0137329	-0.0170898
-0.0344849	0.0189209	-0.015564
-0.0445557	0.0289917	-0.015564
-0.0506592	0.0335693	-0.0170898
-0.0512695	0.0323486	-0.0189209
-0.0497437	0.0296021	-0.0201416
-0.0491333	0.0289917	-0.0201416
-0.0479126	0.0286865	-0.0192261
-0.0469971	0.0259399	-0.0210571
-0.0463867	0.0219727	-0.0244141
-0.043335	0.0170898	-0.0262451
-0.0366211	0.010376	-0.0262451
-0.0283813	0.00366211	-0.0247192
-0.0213623	-0.00152588	-0.0228882
-0.0183105	-0.00396729	-0.0222778
-0.0201416	-0.00244141	-0.022583
-0.0244141	0.000915527	-0.0234985
-0.0286865	0.00488281	-0.0238037
-0.0326538	0.00976563	-0.0228882
-0.0378418	0.0152588	-0.022583
-0.043335	0.0201416	-0.0231934
-0.0460815	0.0216675	-0.0244141
-0.0476074	0.0216675	-0.0259399
-0.0491333	0.0210571	-0.0280762
-0.045166	0.0204468	-0.0247192
-0.038147	0.0189209	-0.0192261
-0.0323486	0.0167847	-0.015564
-0.0268555	0.0140381	-0.0128174
-0.0210571	0.010376	-0.0106812
-0.0140381	0.00549316	-0.00854492
-0.0088501	0.00335693	-0.00549316
-0.00915527	0.00579834	-0.00335693
-0.0131226	0.0100708	-0.00305176
-0.0189209	0.0125122	-0.00640869
-0.0283813	0.0152588	-0.0131226
-0.0430298	0.0204468	-0.022583
-0.0567627	0.0253296	-0.0314331
-0.0646973	0.0286865	-0.0360107
-0.0671387	0.0280762	-0.0390625
-0.0628662	0.0210571	-0.0418091
-0.0592041	0.0170898	-0.0421143
-0.057373	0.0183105	-0.0390625
-0.050354	0.0167847	-0.0335693
-0.0402832	0.0137329	-0.0265503
-0.0308228	0.0112915	-0.0195313
-0.022583	0.00946045	-0.0131226
-0.017395	0.0109863	-0.00640869
-0.0183105	0.0183105	0
-0.0241089	0.027771	0.00366211
-0.0311279	0.03479	0.00366211
-0.0372314	0.0390625	0.00183105
-0.0418091	0.0408936	-0.000915527
-0.0448608	0.0396729	-0.00518799
-0.045166	0.0344849	-0.0106812
-0.043335	0.0280762	-0.0152588
-0.0387573	0.0204468	-0.0183105
-0.0305176	0.0106812	-0.0198364
-0.0213623	0.000610352	-0.020752
-0.0137329	-0.00823975	-0.0219727
-0.00854492	-0.0146484	-0.0231934
-0.00579834	-0.0180054	-0.0238037
-0.00610352	-0.017395	-0.0234985
-0.00823975	-0.0131226	-0.0213623
-0.0115967	-0.00732422	-0.0189209
-0.0170898	-0.000305176	-0.017395
-0.0231934	0.00732422	-0.0158691
-0.0271606	0.0146484	-0.0125122
-0.0289917	0.0216675	-0.00732422
-0.0289917	0.0280762	-0.000915527
-0.0274658	0.0320435	0.00457764
-0.0241089	0.0332642	0.00915527
-0.0210571	0.032959	0.0119019
-0.0183105	0.0326538	0.0143433
-0.0158691	0.032959	0.0170898
-0.0143433	0.032959	0.0186157
-0.0128174	0.0311279	0.0183105
-0.0112915	0.0280762	0.0167847
-0.0112915	0.0265503	0.0152588
-0.0131226	0.0265503	0.0134277
-0.015564	0.0286865	0.0131226
-0.0143433	0.0305176	0.0161743
-0.00793457	0.0308228	0.0228882
-0.00244141	0.0311279	0.0286865
0.00213623	0.0302124	0.0323486
0.00671387	0.0299072	0.0366211
0.00976563	0.0308228	0.0405884
0.0131226	0.0299072	0.0430298
0.0164795	0.0268555	0.043335
0.0183105	0.0219727	0.0402832
0.0192261	0.0167847	0.0360107
0.0192261	0.0125122	0.0317383
0.0158691	0.0106812	0.0265503
0.010376	0.0115967	0.0219727
0.00213623	0.0164795	0.0186157
-0.00183105	0.0192261	0.017395
0.000915527	0.0170898	0.0180054
0.00762939	0.0137329	0.0213623
0.0131226	0.0125122	0.0256348
0.015564	0.0134277	0.0289917
0.0161743	0.0134277	0.0296021
0.0152588	0.0115967	0.0268555
0.0143433	0.00762939	0.0219727
0.0140381	0.00244141	0.0164795
0.0119019	-0.00213623	0.00976563
0.00915527	-0.00549316	0.00366211
0.00518799	-0.00732422	-0.00213623
0.000915527	-0.00762939	-0.00671387
-0.00213623	-0.00854492	-0.0106812
-0.00457764	-0.0088501	-0.0134277
-0.0088501	-0.00640869	-0.0152588
-0.0128174	-0.00335693	-0.0161743
-0.0152588	-0.00152588	-0.0167847
-0.0167847	-0.0012207	-0.0180054
-0.0189209	-0.0012207	-0.0201416
-0.0241089	-0.000915527	-0.0250244
-0.0314331	0	-0.0314331
-0.0375366	0.000915527	-0.0366211
-0.0408936	0.0012207	-0.0396729
-0.0418091	0.000915527	-0.0408936
-0.0415039	0	-0.0415039
-0.0402832	-0.00152588	-0.0418091
-0.038147	-0.00305176	-0.0411987
-0.03479	-0.00427246	-0.0390625
-0.0305176	-0.00457764	-0.0350952
-0.0289917	-0.00244141	-0.0314331
-0.0320435	0.00152588	-0.0305176
-0.0390625	0.00640869	-0.0326538
-0.045166	0.0106812	-0.0344849
-0.0473022	0.0146484	-0.0326538
-0.0488281	0.0192261	-0.0296021
-0.050354	0.0234985	-0.0268555
-0.0521851	0.0265503	-0.0256348
-0.0546265	0.0292969	-0.0253296
-0.0515747	0.0289917	-0.022583
-0.0439453	0.0250244	-0.0189209
-0.0350952	0.0195313	-0.015564
-0.0262451	0.0128174	-0.0134277
-0.0204468	0.00610352	-0.0143433
-0.0192261	0.000915527	-0.0183105
-0.0222778	-0.00183105	-0.0241089
-0.0283813	-0.0012207	-0.0296021
-0.0369263	0.00183105	-0.0350952
-0.0436401	0.00274658	-0.0408936
-0.0482178	0.0012207	-0.0469971
-0.0527954	0.000915527	-0.0518799
-0.0531006	0.000915527	-0.0521851
-0.0482178	0.000915527	-0.0473022
-0.0415039	0.00244141	-0.0390625
-0.0280762	0.00244141	-0.0256348
-0.00457764	0.00213623	-0.00244141
0.0271606	0.00457764	0.0317383
0.0634766	0.0119019	0.0753784
0.101929	0.027771	0.1297
0.143738	0.0515747	0.195313
0.188599	0.0817871	0.270386
0.230408	0.118103	0.348511
0.264282	0.161438	0.42572
0.286865	0.211792	0.498657
0.296631	0.266724	0.563354
0.292969	0.318909	0.611877
0.274048	0.364075	0.638123
0.235596	0.401001	0.636597
0.178528	0.429077	0.607605
0.108948	0.445557	0.554504
0.0354004	0.446777	0.482178
-0.0372314	0.430908	0.393677
-0.104065	0.397644	0.293579
-0.160522	0.349426	0.188904
-0.202637	0.291138	0.088501
-0.228577	0.227661	-0.000915527
-0.237427	0.162964	-0.0744629
-0.231323	0.101013	-0.13031
-0.214539	0.0457764	-0.168762
-0.187988	-0.0012207	-0.189209
-0.15564	-0.038147	-0.193787
-0.124207	-0.062561	-0.186768
-0.0970459	-0.0759888	-0.173035
-0.0769043	-0.0784302	-0.155334
-0.0622559	-0.0735474	-0.135803
-0.0521851	-0.0643921	-0.116577
-0.0463867	-0.0531006	-0.0994873
-0.0485229	-0.0375366	-0.0860596
-0.0549316	-0.0219727	-0.0769043
-0.0613403	-0.010376	-0.0717163
-0.0662231	-0.00305176	-0.0692749
-0.0686646	0.0012207	-0.0674438
-0.0698853	0.00335693	-0.0665283
-0.0686646	0.00366211	-0.0650024
-0.0634766	0.00152588	-0.0619507
-0.0561523	-0.00305176	-0.0592041
-0.0476074	-0.010376	-0.0579834
-0.0326538	-0.0195313	-0.0521851
-0.0161743	-0.027771	-0.0439453
-0.00518799	-0.032959	-0.038147
0.00366211	-0.0363159	-0.0326538
0.00823975	-0.0378418	-0.0296021
0.00762939	-0.0369263	-0.0292969
0.00457764	-0.0335693	-0.0289917
-0.000610352	-0.0283813	-0.0289917
-0.00854492	-0.0216675	-0.0302124
-0.0161743	-0.0149536	-0.0311279
-0.0222778	-0.010376	-0.0326538
-0.0274658	-0.00732422	-0.03479
-0.0323486	-0.00427246	-0.0366211
-0.0363159	-0.0012207	-0.0375366
-0.0372314	0.000305176	-0.0369263
-0.0341797	0	-0.0341797
-0.0305176	-0.000305176	-0.0308228
-0.0286865	-0.000305176	-0.0289917
-0.0271606	-0.00152588	-0.0286865
-0.0259399	-0.00366211	-0.0296021
-0.0271606	-0.00427246	-0.0314331
-0.0320435	-0.00305176	-0.0350952
-0.0332642	-0.00518799	-0.0384521
-0.0323486	-0.00946045	-0.0418091
-0.0341797	-0.0100708	-0.0442505
-0.0384521	-0.00671387	-0.045166
-0.0415039	-0.00213623	-0.0436401
-0.0427246	0.00183105	-0.0408936
-0.0439453	0.00640869	-0.0375366
-0.0460815	0.012207	-0.0338745
-0.0421143	0.0131226	-0.0289917
-0.0326538	0.0100708	-0.022583
-0.0256348	0.00854492	-0.0170898
-0.0231934	0.00976563	-0.0134277
-0.0216675	0.00915527	-0.0125122
-0.0195313	0.00427246	-0.0152588
-0.0192261	-0.000915527	-0.0201416
-0.0210571	-0.00549316	-0.0265503
-0.0180054	-0.0115967	-0.0296021
-0.0106812	-0.0177002	-0.0283813
-0.00457764	-0.0213623	-0.0259399
0.000610352	-0.0231934	-0.022583
0.00640869	-0.0250244	-0.0186157
0.0149536	-0.0286865	-0.0137329
0.0247192	-0.0332642	-0.00854492
0.0335693	-0.0366211	-0.00305176
0.0405884	-0.0390625	0.00152588
0.045166	-0.0411987	0.00396729
0.0476074	-0.0427246	0.00488281
0.0473022	-0.043335	0.00396729
0.043335	-0.0421143	0.0012207
0.03479	-0.0393677	-0.00457764
0.0228882	-0.0357056	-0.0128174
0.0137329	-0.0317383	-0.0180054
0.0112915	-0.0289917	-0.0177002
0.0125122	-0.0274658	-0.0149536
0.0161743	-0.0268555	-0.0106812
0.0210571	-0.0268555	-0.00579834
0.0259399	-0.0271606	-0.0012207
0.0323486	-0.0274658	0.00488281
0.0415039	-0.0292969	0.012207
0.0512695	-0.0317383	0.0195313
0.0604248	-0.0341797	0.0262451
0.067749	-0.0354004	0.0323486
0.0738525	-0.0366211	0.0372314
0.0769043	-0.0363159	0.0405884
0.0769043	-0.0344849	0.0424194
0.0787354	-0.0335693	0.045166
0.083313	-0.0344849	0.0488281
0.088501	-0.0350952	0.0534058
0.0918579	-0.0341797	0.0576782
0.093689	-0.0314331	0.0622559
0.0942993	-0.0265503	0.067749
0.0970459	-0.0231934	0.0738525
0.10498	-0.0259399	0.0790405
0.113525	-0.0292969	0.0842285
0.119934	-0.0311279	0.0888062
0.123596	-0.0308228	0.0927734
0.123596	-0.0280762	0.09552
0.122986	-0.0250244	0.0979614
0.124512	-0.0234985	0.101013
0.126953	-0.0228882	0.104065
0.128784	-0.0213623	0.107422
0.128784	-0.0195313	0.109253
0.127869	-0.0177002	0.110168
0.128479	-0.0158691	0.11261
0.131226	-0.0140381	0.117188
0.132751	-0.010376	0.122375
0.130005	-0.00427246	0.125732
0.126953	0.000305176	0.127258
0.127258	-0.000305176	0.126953
0.13031	-0.00274658	0.127563
0.133057	-0.00396729	0.129089
0.136414	-0.00213623	0.134277
0.138855	0.00152588	0.140381
0.13855	0.00457764	0.143127
0.136414	0.00427246	0.140686
0.133057	0.00335693	0.136414
0.127869	0.00549316	0.133362
0.123901	0.00793457	0.131836
0.119324	0.0100708	0.129395
0.109558	0.0128174	0.122375
0.093689	0.017395	0.111084
