L I	L III	L II(Calc.)
-0.0012207	0.000305176	-0.000915527
0	-0.000915527	-0.000915527
0.00244141	-0.00213623	0.000305176
0.00396729	-0.00152588	0.00244141
0.00335693	0.000610352	0.00396729
0.00183105	0.00335693	0.00518799
0.00213623	0.00610352	0.00823975
0.00244141	0.00793457	0.010376
0.00274658	0.00976563	0.0125122
0.00396729	0.00976563	0.0137329
0.00610352	0.00823975	0.0143433
0.00762939	0.00579834	0.0134277
0.00671387	0.00396729	0.0106812
0.00549316	0.00305176	0.00854492
0.00610352	0.00213623	0.00823975
0.00732422	0.00152588	0.0088501
0.00732422	0.00244141	0.00976563
0.00610352	0.00518799	0.0112915
0.00518799	0.00732422	0.0125122
0.00640869	0.00854492	0.0149536
0.00610352	0.0125122	0.0186157
0.00183105	0.0210571	0.0228882
-0.0012207	0.027771	0.0265503
0.0012207	0.0274658	0.0286865
0.00671387	0.022583	0.0292969
0.010376	0.0183105	0.0286865
0.0131226	0.0164795	0.0296021
0.0146484	0.0152588	0.0299072
0.0183105	0.0112915	0.0296021
0.0253296	0.00457764	0.0299072
0.0341797	-0.00366211	0.0305176
0.0421143	-0.0106812	0.0314331
0.0460815	-0.0134277	0.0326538
0.0457764	-0.0128174	0.032959
0.0445557	-0.0112915	0.0332642
0.0424194	-0.0088501	0.0335693
0.038147	-0.00396729	0.0341797
0.0317383	0.00305176	0.03479
0.0250244	0.0100708	0.0350952
0.0204468	0.0149536	0.0354004
0.0198364	0.0177002	0.0375366
0.0213623	0.0192261	0.0405884
0.0250244	0.0198364	0.0448608
0.0308228	0.0183105	0.0491333
0.0387573	0.0152588	0.0540161
0.0476074	0.0109863	0.0585938
0.0570679	0.00610352	0.0631714
0.0662231	0.000610352	0.0668335
0.0747681	-0.00518799	0.0695801
0.0820923	-0.010376	0.0717163
0.0875854	-0.0140381	0.0735474
0.0906372	-0.0152588	0.0753784
0.0912476	-0.0143433	0.0769043
0.0921631	-0.0131226	0.0790405
0.0930786	-0.0112915	0.0817871
0.0942993	-0.0088501	0.0854492
0.0949097	-0.00579834	0.0891113
0.09552	-0.00274658	0.0927734
0.0973511	0	0.0973511
0.101929	0.00213623	0.104065
0.108032	0.00305176	0.111084
0.114136	0.00366211	0.117798
0.116577	0.00579834	0.122375
0.117493	0.0088501	0.126343
0.12085	0.0106812	0.131531
0.127563	0.0112915	0.138855
0.133057	0.0125122	0.145569
0.136108	0.0152588	0.151367
0.137329	0.0183105	0.15564
0.139771	0.0201416	0.159912
0.143127	0.0210571	0.164185
0.14801	0.0213623	0.169373
0.154114	0.0198364	0.17395
0.159912	0.0180054	0.177917
0.16571	0.0161743	0.181885
0.171509	0.0140381	0.185547
0.176086	0.0137329	0.189819
0.180664	0.0131226	0.193787
0.186462	0.0115967	0.198059
0.191345	0.0109863	0.202332
0.193787	0.0115967	0.205383
0.193481	0.0131226	0.206604
0.189514	0.0161743	0.205688
0.185547	0.0201416	0.205688
0.185547	0.0241089	0.209656
0.184631	0.0283813	0.213013
0.180054	0.0326538	0.212708
0.172729	0.0363159	0.209045
0.166016	0.0390625	0.205078
0.159302	0.0415039	0.200806
0.152283	0.0442505	0.196533
0.145264	0.0454712	0.190735
0.139771	0.0448608	0.184631
0.133972	0.043335	0.177307
0.126038	0.0418091	0.167847
0.117188	0.0402832	0.157471
0.110168	0.0369263	0.147095
0.101929	0.0344849	0.136414
0.0900269	0.0357056	0.125732
0.0772095	0.0390625	0.116272
0.0668335	0.0415039	0.108337
0.0585938	0.0427246	0.101318
0.0506592	0.043335	0.0939941
0.0421143	0.0445557	0.0866699
0.0338745	0.0460815	0.0799561
0.0265503	0.0469971	0.0735474
0.020752	0.0466919	0.0674438
0.0177002	0.045166	0.0628662
0.0158691	0.0427246	0.0585938
0.0149536	0.0393677	0.0543213
0.0146484	0.0360107	0.0506592
0.0125122	0.0338745	0.0463867
0.00701904	0.0357056	0.0427246
0.0012207	0.0366211	0.0378418
-0.00366211	0.0363159	0.0326538
-0.00946045	0.0372314	0.027771
-0.0161743	0.0393677	0.0231934
-0.0228882	0.0415039	0.0186157
-0.0259399	0.0405884	0.0146484
-0.0244141	0.0372314	0.0128174
-0.0231934	0.03479	0.0115967
-0.022583	0.0323486	0.00976563
-0.0192261	0.0283813	0.00915527
-0.0161743	0.0253296	0.00915527
-0.0164795	0.0259399	0.00946045
-0.0167847	0.0265503	0.00976563
-0.0140381	0.0244141	0.010376
-0.00946045	0.0204468	0.0109863
-0.00701904	0.0180054	0.0109863
-0.00823975	0.0186157	0.010376
-0.0106812	0.0195313	0.0088501
-0.012207	0.0192261	0.00701904
-0.0128174	0.0180054	0.00518799
-0.0134277	0.0170898	0.00366211
-0.015564	0.0180054	0.00244141
-0.0170898	0.0192261	0.00213623
-0.0177002	0.0204468	0.00274658
-0.017395	0.0216675	0.00427246
-0.0183105	0.0247192	0.00640869
-0.0213623	0.0280762	0.00671387
-0.0228882	0.0296021	0.00671387
-0.020752	0.0286865	0.00793457
-0.0140381	0.0238037	0.00976563
-0.00488281	0.0161743	0.0112915
-0.000915527	0.0134277	0.0125122
-0.000305176	0.0137329	0.0134277
0.00244141	0.012207	0.0146484
0.00671387	0.00854492	0.0152588
0.00946045	0.00610352	0.015564
0.0100708	0.00549316	0.015564
0.00946045	0.00671387	0.0161743
0.00732422	0.00976563	0.0170898
0.00457764	0.0146484	0.0192261
0.00183105	0.0189209	0.020752
0.000305176	0.0219727	0.0222778
0.000305176	0.0234985	0.0238037
0.0012207	0.0241089	0.0253296
0.000610352	0.0250244	0.0256348
-0.00183105	0.0274658	0.0256348
-0.00366211	0.0302124	0.0265503
-0.00457764	0.0332642	0.0286865
-0.00335693	0.0335693	0.0302124
-0.000915527	0.0314331	0.0305176
0.00152588	0.0289917	0.0305176
0.00335693	0.0268555	0.0302124
0.00579834	0.0244141	0.0302124
0.00946045	0.0210571	0.0305176
0.0146484	0.0164795	0.0311279
0.0192261	0.0119019	0.0311279
0.0210571	0.00854492	0.0296021
0.0201416	0.00793457	0.0280762
0.0161743	0.00976563	0.0259399
0.0112915	0.0134277	0.0247192
0.00701904	0.017395	0.0244141
0.00152588	0.022583	0.0241089
-0.00823975	0.0317383	0.0234985
-0.0180054	0.0418091	0.0238037
-0.022583	0.0473022	0.0247192
-0.022583	0.0488281	0.0262451
-0.0195313	0.0469971	0.0274658
-0.0137329	0.043335	0.0296021
-0.00762939	0.0390625	0.0314331
-0.00244141	0.0338745	0.0314331
0.00366211	0.0271606	0.0308228
0.0115967	0.0195313	0.0311279
0.0177002	0.0119019	0.0296021
0.020752	0.00579834	0.0265503
0.0219727	0.00213623	0.0241089
0.0219727	0.000305176	0.0222778
0.0201416	0.00213623	0.0222778
0.0164795	0.00671387	0.0231934
0.0125122	0.010376	0.0228882
0.010376	0.0125122	0.0228882
0.0100708	0.0140381	0.0241089
0.0106812	0.0161743	0.0268555
0.0115967	0.0170898	0.0286865
0.0128174	0.0170898	0.0299072
0.0131226	0.0161743	0.0292969
0.0131226	0.0161743	0.0292969
0.0112915	0.0177002	0.0289917
0.00732422	0.0198364	0.0271606
0.00305176	0.020752	0.0238037
-0.0012207	0.0210571	0.0198364
-0.00427246	0.020752	0.0164795
-0.00396729	0.0189209	0.0149536
-0.00549316	0.0192261	0.0137329
-0.010376	0.0210571	0.0106812
-0.0119019	0.0189209	0.00701904
-0.00946045	0.0143433	0.00488281
-0.00457764	0.0088501	0.00427246
0.00244141	0.00274658	0.00518799
0.00976563	-0.00305176	0.00671387
0.0161743	-0.00701904	0.00915527
0.0201416	-0.0088501	0.0112915
0.0228882	-0.00946045	0.0134277
0.0253296	-0.0088501	0.0164795
0.0238037	-0.00457764	0.0192261
0.0180054	0.00366211	0.0216675
0.0125122	0.0109863	0.0234985
0.0088501	0.015564	0.0244141
0.00610352	0.0177002	0.0238037
0.00427246	0.0180054	0.0222778
0.00183105	0.0177002	0.0195313
-0.00183105	0.0180054	0.0161743
-0.00427246	0.017395	0.0131226
-0.00305176	0.0131226	0.0100708
0.00183105	0.00518799	0.00701904
0.00610352	-0.00213623	0.00396729
0.00640869	-0.00488281	0.00152588
0.00305176	-0.00366211	-0.000610352
-0.000915527	-0.00152588	-0.00244141
-0.00396729	0.000915527	-0.00305176
-0.00854492	0.00579834	-0.00274658
-0.015564	0.012207	-0.00335693
-0.0216675	0.0177002	-0.00396729
-0.0259399	0.0219727	-0.00396729
-0.0296021	0.0256348	-0.00396729
-0.0311279	0.0271606	-0.00396729
-0.0299072	0.0262451	-0.00366211
-0.0289917	0.0244141	-0.00457764
-0.0283813	0.0219727	-0.00640869
-0.0238037	0.0186157	-0.00518799
-0.0167847	0.0137329	-0.00305176
-0.0106812	0.0088501	-0.00183105
-0.00915527	0.00793457	-0.0012207
-0.0131226	0.0128174	-0.000305176
-0.0183105	0.0192261	0.000915527
-0.0189209	0.0213623	0.00244141
-0.0149536	0.0186157	0.00366211
-0.0119019	0.0164795	0.00457764
-0.0125122	0.0167847	0.00427246
-0.015564	0.017395	0.00183105
-0.0183105	0.0161743	-0.00213623
-0.0186157	0.0128174	-0.00579834
-0.0161743	0.00762939	-0.00854492
-0.0128174	-0.000305176	-0.0131226
-0.00976563	-0.0088501	-0.0186157
-0.00732422	-0.0161743	-0.0234985
-0.00732422	-0.0186157	-0.0259399
-0.0100708	-0.015564	-0.0256348
-0.0152588	-0.00915527	-0.0244141
-0.0222778	-0.0012207	-0.0234985
-0.0289917	0.00610352	-0.0228882
-0.0323486	0.0109863	-0.0213623
-0.0335693	0.0140381	-0.0195313
-0.0350952	0.0180054	-0.0170898
-0.0372314	0.0213623	-0.0158691
-0.0378418	0.0216675	-0.0161743
-0.0369263	0.0189209	-0.0180054
-0.0344849	0.0146484	-0.0198364
-0.0302124	0.00976563	-0.0204468
-0.0238037	0.00305176	-0.020752
-0.0167847	-0.00427246	-0.0210571
-0.0115967	-0.00915527	-0.020752
-0.00976563	-0.010376	-0.0201416
-0.00946045	-0.0088501	-0.0183105
-0.0112915	-0.00549316	-0.0167847
-0.0143433	-0.000610352	-0.0149536
-0.015564	0.00274658	-0.0128174
-0.0158691	0.00518799	-0.0106812
-0.0189209	0.0100708	-0.0088501
-0.0238037	0.0170898	-0.00671387
-0.0283813	0.0238037	-0.00457764
-0.0283813	0.0259399	-0.00244141
-0.0247192	0.0250244	0.000305176
-0.0204468	0.0234985	0.00305176
-0.0177002	0.0222778	0.00457764
-0.0161743	0.0219727	0.00579834
-0.0161743	0.0231934	0.00701904
-0.015564	0.0250244	0.00946045
-0.0134277	0.0253296	0.0119019
-0.0106812	0.0241089	0.0134277
-0.00946045	0.0231934	0.0137329
-0.0100708	0.0234985	0.0134277
-0.00976563	0.0244141	0.0146484
-0.00518799	0.0219727	0.0167847
0.00244141	0.017395	0.0198364
0.0088501	0.0137329	0.022583
0.0112915	0.0134277	0.0247192
0.0119019	0.0149536	0.0268555
0.0149536	0.0152588	0.0302124
0.0180054	0.0164795	0.0344849
0.015564	0.0216675	0.0372314
0.0109863	0.0274658	0.0384521
0.00854492	0.0308228	0.0393677
0.00793457	0.032959	0.0408936
0.00732422	0.0360107	0.043335
0.0088501	0.038147	0.0469971
0.012207	0.0375366	0.0497437
0.0177002	0.0326538	0.050354
0.0256348	0.0241089	0.0497437
0.0344849	0.0146484	0.0491333
0.0427246	0.00640869	0.0491333
0.0494385	-0.0012207	0.0482178
0.0540161	-0.0088501	0.045166
0.0543213	-0.0112915	0.0430298
0.0512695	-0.010376	0.0408936
0.0479126	-0.00946045	0.0384521
0.0442505	-0.0088501	0.0354004
0.0390625	-0.00671387	0.0323486
0.0314331	-0.00213623	0.0292969
0.0213623	0.00457764	0.0259399
0.0115967	0.0106812	0.0222778
0.00274658	0.0152588	0.0180054
-0.00366211	0.0177002	0.0140381
-0.00579834	0.0152588	0.00946045
-0.00610352	0.0106812	0.00457764
-0.0088501	0.00762939	-0.0012207
-0.0119019	0.00488281	-0.00701904
-0.0112915	-0.0012207	-0.0125122
-0.00762939	-0.00976563	-0.017395
-0.00701904	-0.0143433	-0.0213623
-0.00976563	-0.0143433	-0.0241089
-0.0106812	-0.0149536	-0.0256348
-0.00976563	-0.0167847	-0.0265503
-0.0106812	-0.0161743	-0.0268555
-0.0146484	-0.0112915	-0.0259399
-0.0198364	-0.00488281	-0.0247192
-0.0216675	-0.000610352	-0.0222778
-0.0204468	0.0012207	-0.0192261
-0.0195313	0.00183105	-0.0177002
-0.0189209	0.00183105	-0.0170898
-0.0180054	0.00274658	-0.0152588
-0.0161743	0.00274658	-0.0134277
-0.0131226	0.00152588	-0.0115967
-0.00793457	-0.0012207	-0.00915527
-0.00183105	-0.00549316	-0.00732422
0.00244141	-0.00854492	-0.00610352
0.00671387	-0.0100708	-0.00335693
0.00976563	-0.0100708	-0.000305176
0.00946045	-0.00732422	0.00213623
0.00854492	-0.00457764	0.00396729
0.00854492	-0.00427246	0.00427246
0.00854492	-0.00610352	0.00244141
0.00701904	-0.00793457	-0.000915527
0.00274658	-0.00793457	-0.00518799
-0.00457764	-0.00640869	-0.0109863
-0.0125122	-0.00488281	-0.017395
-0.0186157	-0.00579834	-0.0244141
-0.0219727	-0.010376	-0.0323486
-0.0222778	-0.0164795	-0.0387573
-0.0186157	-0.022583	-0.0411987
-0.00946045	-0.0289917	-0.0384521
0.00640869	-0.0344849	-0.0280762
0.0286865	-0.0378418	-0.00915527
0.055542	-0.0366211	0.0189209
0.0881958	-0.0292969	0.0588989
0.126038	-0.0140381	0.112
0.1651	0.0131226	0.178223
0.204773	0.0488281	0.253601
0.244751	0.0909424	0.335693
0.281677	0.13916	0.420837
0.3125	0.192871	0.505371
0.331116	0.249939	0.581055
0.333557	0.305481	0.639038
0.317993	0.353088	0.671082
0.281982	0.390625	0.672607
0.22583	0.417786	0.643616
0.154419	0.432434	0.586853
0.0726318	0.434265	0.506897
-0.0143433	0.423584	0.409241
-0.101929	0.402527	0.300598
-0.185547	0.375061	0.189514
-0.258179	0.341492	0.083313
-0.308838	0.298157	-0.0106812
-0.332947	0.245667	-0.0872803
-0.332947	0.190735	-0.142212
-0.312195	0.137329	-0.174866
-0.276489	0.0881958	-0.188293
-0.231628	0.0448608	-0.186768
-0.182495	0.00732422	-0.175171
-0.133362	-0.0244141	-0.157776
-0.0872803	-0.0512695	-0.13855
-0.0485229	-0.0714111	-0.119934
-0.0201416	-0.0823975	-0.102539
-0.00335693	-0.0839233	-0.0872803
0.00274658	-0.0759888	-0.0732422
0.000305176	-0.0619507	-0.0616455
-0.00427246	-0.0473022	-0.0515747
-0.00854492	-0.0350952	-0.0436401
-0.0115967	-0.0256348	-0.0372314
-0.0146484	-0.017395	-0.0320435
-0.0183105	-0.00976563	-0.0280762
-0.0213623	-0.00274658	-0.0241089
-0.022583	0.00366211	-0.0189209
-0.020752	0.00549316	-0.0152588
-0.0177002	0.00457764	-0.0131226
-0.0146484	0.00213623	-0.0125122
-0.0115967	-0.000915527	-0.0125122
-0.00976563	-0.00335693	-0.0131226
-0.00762939	-0.00579834	-0.0134277
-0.00152588	-0.00915527	-0.0106812
0.00396729	-0.0119019	-0.00793457
0.00518799	-0.0128174	-0.00762939
0.00366211	-0.0125122	-0.0088501
0.00244141	-0.0109863	-0.00854492
0.00274658	-0.00946045	-0.00671387
0.00335693	-0.00762939	-0.00427246
0.00366211	-0.00640869	-0.00274658
0.00518799	-0.00701904	-0.00183105
0.00762939	-0.00823975	-0.000610352
0.00854492	-0.0088501	-0.000305176
0.00854492	-0.00762939	0.000915527
0.00854492	-0.00701904	0.00152588
0.00976563	-0.00701904	0.00274658
0.0088501	-0.00518799	0.00366211
0.00244141	0.00152588	0.00396729
-0.00549316	0.00915527	0.00366211
-0.0109863	0.0134277	0.00244141
-0.0149536	0.0164795	0.00152588
-0.0189209	0.0201416	0.0012207
-0.0198364	0.0210571	0.0012207
-0.0158691	0.0198364	0.00396729
-0.00823975	0.0161743	0.00793457
0	0.00976563	0.00976563
0.00915527	0.0012207	0.010376
0.0198364	-0.00793457	0.0119019
0.0283813	-0.0143433	0.0140381
0.0341797	-0.0183105	0.0158691
0.0387573	-0.0219727	0.0167847
0.0436401	-0.0265503	0.0170898
0.0460815	-0.0305176	0.015564
0.0460815	-0.0323486	0.0137329
0.0454712	-0.0338745	0.0115967
0.0442505	-0.0344849	0.00976563
0.0436401	-0.0344849	0.00915527
0.0439453	-0.0341797	0.00976563
0.0457764	-0.03479	0.0109863
0.0506592	-0.0378418	0.0128174
0.055542	-0.0402832	0.0152588
0.0567627	-0.0390625	0.0177002
0.0549316	-0.0354004	0.0195313
0.0515747	-0.0305176	0.0210571
0.0476074	-0.0244141	0.0231934
0.0448608	-0.0192261	0.0256348
0.045166	-0.0167847	0.0283813
0.0469971	-0.0167847	0.0302124
0.0485229	-0.017395	0.0311279
0.0506592	-0.0177002	0.032959
0.0546265	-0.0189209	0.0357056
0.0613403	-0.0219727	0.0393677
0.0701904	-0.0268555	0.043335
0.0796509	-0.0320435	0.0476074
0.0881958	-0.0363159	0.0518799
0.0961304	-0.0390625	0.0570679
0.105591	-0.0418091	0.0637817
0.115356	-0.0448608	0.0704956
0.122986	-0.0469971	0.0759888
0.126343	-0.0454712	0.0808716
0.126953	-0.0405884	0.0863647
0.129089	-0.0372314	0.0918579
0.132446	-0.0375366	0.0949097
0.134277	-0.0390625	0.0952148
0.135498	-0.039978	0.09552
0.139465	-0.039978	0.0994873
0.145569	-0.0396729	0.105896
0.153809	-0.0402832	0.113525
0.163574	-0.0411987	0.122375
0.17334	-0.0418091	0.131531
0.183411	-0.0430298	0.140381
0.19165	-0.0418091	0.149841
0.195923	-0.0366211	0.159302
0.200806	-0.0323486	0.168457
0.207214	-0.0311279	0.176086
0.212402	-0.0314331	0.180969
0.214539	-0.0317383	0.1828
0.215149	-0.032959	0.18219
0.21698	-0.0350952	0.181885
0.220337	-0.038147	0.18219
0.22522	-0.0424194	0.1828
0.231323	-0.0466919	0.184631
0.237122	-0.0494385	0.187683
0.241699	-0.0506592	0.19104
0.245056	-0.0500488	0.195007
0.244446	-0.0460815	0.198364
0.240784	-0.0393677	0.201416
0.237427	-0.0341797	0.203247
0.234375	-0.0305176	0.203857
0.230103	-0.0265503	0.203552
0.222778	-0.020752	0.202026
0.214233	-0.0131226	0.201111
0.204163	-0.00549316	0.198669
0.193787	0.000915527	0.194702
0.184326	0.00671387	0.19104
0.176392	0.0115967	0.187988
0.169067	0.0161743	0.185242
0.160217	0.0213623	0.18158
0.149841	0.0262451	0.176086
0.140076	0.0296021	0.169678
0.1297	0.032959	0.162659
0.119324	0.0360107	0.155334
0.110779	0.0369263	0.147705
0.103455	0.0357056	0.13916
0.0970459	0.032959	0.130005
0.0909424	0.0302124	0.121155
0.0836182	0.0283813	0.112
0.0753784	0.0271606	0.102539
0.0668335	0.0262451	0.0930786
0.0588989	0.0250244	0.0839233
0.0512695	0.0241089	0.0753784
0.043335	0.0244141	0.067749
0.0375366	0.0234985	0.0610352
0.0335693	0.0210571	0.0546265
0.0289917	0.0198364	0.0488281
0.0216675	0.0210571	0.0427246
0.0137329	0.0231934	0.0369263
0.00762939	0.0238037	0.0314331
0.00335693	0.0231934	0.0265503
0.000305176	0.0222778	0.022583
-0.00274658	0.0219727	0.0192261
-0.00671387	0.022583	0.0158691
-0.00915527	0.0201416	0.0109863
-0.00854492	0.0146484	0.00610352
-0.00946045	0.00946045	0
-0.0112915	0.00610352	-0.00518799
-0.0106812	0.00335693	-0.00732422
-0.00732422	-0.000305176	-0.00762939
-0.00305176	-0.00488281	-0.00793457
-0.00335693	-0.00610352	-0.00946045
-0.00610352	-0.00518799	-0.0112915
-0.00640869	-0.00427246	-0.0106812
-0.00549316	-0.00183105	-0.00732422
-0.00518799	0.00152588	-0.00366211
-0.00488281	0.00488281	0
-0.00732422	0.00946045	0.00213623
-0.0119019	0.0146484	0.00274658
-0.0149536	0.0180054	0.00305176
-0.015564	0.0180054	0.00244141
-0.017395	0.0177002	0.000305176
-0.020752	0.0180054	-0.00274658
-0.022583	0.0167847	-0.00579834
-0.0216675	0.0143433	-0.00732422
-0.0219727	0.0131226	-0.0088501
-0.0216675	0.0109863	-0.0106812
-0.0204468	0.00854492	-0.0119019
-0.0198364	0.00732422	-0.0125122
-0.0192261	0.00701904	-0.012207
-0.0192261	0.00701904	-0.012207
-0.0195313	0.00762939	-0.0119019
-0.0186157	0.00946045	-0.00915527
-0.0183105	0.0125122	-0.00579834
-0.0192261	0.0161743	-0.00305176
-0.0210571	0.0195313	-0.00152588
-0.022583	0.0219727	-0.000610352
-0.0222778	0.0231934	0.000915527
-0.020752	0.0231934	0.00244141
-0.0201416	0.0244141	0.00427246
-0.0228882	0.0286865	0.00579834
-0.0274658	0.0344849	0.00701904
-0.0311279	0.038147	0.00701904
-0.0323486	0.038147	0.00579834
-0.0311279	0.0354004	0.00427246
-0.0292969	0.0323486	0.00305176
-0.0302124	0.0323486	0.00213623
-0.0366211	0.0372314	0.000610352
-0.0427246	0.0421143	-0.000610352
-0.0415039	0.0402832	-0.0012207
-0.0350952	0.032959	-0.00213623
-0.0271606	0.0247192	-0.00244141
-0.0213623	0.0192261	-0.00213623
-0.0195313	0.0170898	-0.00244141
-0.0186157	0.0161743	-0.00244141
-0.0158691	0.0140381	-0.00183105
-0.00946045	0.00976563	0.000305176
-0.0012207	0.00488281	0.00366211
0.00396729	0.00274658	0.00671387
0.00213623	0.00701904	0.00915527
-0.0012207	0.0128174	0.0115967
-0.00244141	0.015564	0.0131226
-0.00335693	0.0180054	0.0146484
-0.00457764	0.0216675	0.0170898
-0.00610352	0.0250244	0.0189209
-0.00640869	0.0268555	0.0204468
-0.00640869	0.0265503	0.0201416
-0.00732422	0.0256348	0.0183105
-0.0088501	0.0250244	0.0161743
-0.0100708	0.022583	0.0125122
-0.00946045	0.0192261	0.00976563
-0.00610352	0.0167847	0.0106812
-0.00244141	0.0152588	0.0128174
-0.0012207	0.0161743	0.0149536
-0.00244141	0.0186157	0.0161743
-0.00366211	0.0204468	0.0167847
-0.0012207	0.0201416	0.0189209
0.00274658	0.0195313	0.0222778
0.00427246	0.0210571	0.0253296
0.00274658	0.0247192	0.0274658
-0.000915527	0.0283813	0.0274658
-0.00305176	0.0283813	0.0253296
-0.00366211	0.0256348	0.0219727
-0.00488281	0.022583	0.0177002
-0.00640869	0.0210571	0.0146484
-0.0088501	0.0219727	0.0131226
-0.0112915	0.0228882	0.0115967
-0.012207	0.0210571	0.0088501
-0.0112915	0.0177002	0.00640869
-0.00915527	0.0143433	0.00518799
-0.00671387	0.012207	0.00549316
-0.00457764	0.0109863	0.00640869
-0.00396729	0.0106812	0.00671387
-0.00671387	0.0128174	0.00610352
-0.0119019	0.015564	0.00366211
-0.0164795	0.0167847	0.000305176
-0.0198364	0.0158691	-0.00396729
-0.0238037	0.0152588	-0.00854492
-0.0286865	0.015564	-0.0131226
-0.0344849	0.0170898	-0.017395
-0.0396729	0.0180054	-0.0216675
-0.0411987	0.0161743	-0.0250244
-0.0402832	0.0125122	-0.027771
-0.038147	0.00793457	-0.0302124
-0.0369263	0.00427246	-0.0326538
-0.0372314	0.00335693	-0.0338745
-0.038147	0.00366211	-0.0344849
-0.0375366	0.00335693	-0.0341797
-0.0344849	0.0012207	-0.0332642
-0.0302124	-0.00213623	-0.0323486
-0.0259399	-0.00579834	-0.0317383
-0.0241089	-0.00549316	-0.0296021
-0.0262451	0	-0.0262451
-0.0274658	0.00488281	-0.022583
-0.0256348	0.00640869	-0.0192261
-0.022583	0.00671387	-0.0158691
-0.0189209	0.00610352	-0.0128174
-0.0149536	0.00488281	-0.0100708
-0.0128174	0.00427246	-0.00854492
-0.0119019	0.00305176	-0.0088501
-0.0106812	0.0012207	-0.00946045
-0.0115967	0.0012207	-0.010376
-0.0131226	0.000915527	-0.012207
-0.0134277	-0.000610352	-0.0140381
-0.0125122	-0.00366211	-0.0161743
-0.012207	-0.00579834	-0.0180054
-0.0128174	-0.00671387	-0.0195313
-0.015564	-0.00518799	-0.020752
-0.020752	-0.0012207	-0.0219727
-0.0268555	0.00152588	-0.0253296
-0.0320435	0.00213623	-0.0299072
-0.0335693	0.0012207	-0.0323486
-0.0308228	-0.000610352	-0.0314331
-0.0265503	-0.00396729	-0.0305176
-0.0244141	-0.00701904	-0.0314331
-0.0253296	-0.00793457	-0.0332642
-0.0296021	-0.00457764	-0.0341797
-0.0314331	-0.00152588	-0.032959
-0.0289917	-0.0012207	-0.0302124
-0.0314331	0.00457764	-0.0268555
-0.0360107	0.0128174	-0.0231934
-0.038147	0.0180054	-0.0201416
-0.038147	0.0204468	-0.0177002
-0.0402832	0.0238037	-0.0164795
-0.0421143	0.0265503	-0.015564
-0.0372314	0.0265503	-0.0106812
-0.0268555	0.0234985	-0.00335693
-0.0149536	0.017395	0.00244141
-0.00427246	0.0100708	0.00579834
0.00610352	0.00213623	0.00823975
0.0146484	-0.00488281	0.00976563
0.0192261	-0.00854492	0.0106812
0.020752	-0.0100708	0.0106812
0.0192261	-0.00976563	0.00946045
0.0149536	-0.00854492	0.00640869
0.00915527	-0.00640869	0.00274658
0.00213623	-0.00305176	-0.000915527
-0.00457764	0.00183105	-0.00274658
-0.010376	0.00732422	-0.00305176
-0.0149536	0.0119019	-0.00305176
-0.017395	0.0158691	-0.00152588
-0.0161743	0.0180054	0.00183105
-0.0131226	0.0198364	0.00671387
-0.0100708	0.022583	0.0125122
-0.00793457	0.0253296	0.017395
-0.00488281	0.0271606	0.0222778
-0.00213623	0.0283813	0.0262451
-0.000610352	0.0308228	0.0302124
-0.000915527	0.0338745	0.032959
-0.000305176	0.0350952	0.03479
0.00244141	0.0326538	0.0350952
0.00671387	0.0268555	0.0335693
0.0115967	0.0204468	0.0320435
0.0158691	0.0131226	0.0289917
0.0198364	0.00579834	0.0256348
0.022583	-0.0012207	0.0213623
0.0241089	-0.00762939	0.0164795
0.0250244	-0.0131226	0.0119019
0.0253296	-0.0177002	0.00762939
0.0253296	-0.0198364	0.00549316
0.0231934	-0.0189209	0.00427246
0.0177002	-0.0152588	0.00244141
0.0109863	-0.0115967	-0.000610352
0.00457764	-0.00915527	-0.00457764
-0.00152588	-0.00732422	-0.0088501
-0.00793457	-0.00610352	-0.0140381
-0.0143433	-0.00549316	-0.0198364
-0.020752	-0.00549316	-0.0262451
-0.0262451	-0.00671387	-0.032959
-0.0296021	-0.0100708	-0.0396729
-0.032959	-0.0125122	-0.0454712
-0.0378418	-0.0112915	-0.0491333
-0.0418091	-0.00946045	-0.0512695
-0.0442505	-0.00823975	-0.0524902
-0.0460815	-0.00671387	-0.0527954
-0.0509644	-0.0012207	-0.0521851
-0.0576782	0.00610352	-0.0515747
-0.0601196	0.00915527	-0.0509644
-0.057373	0.00793457	-0.0494385
-0.0515747	0.00488281	-0.0466919
-0.0454712	0.0012207	-0.0442505
-0.0390625	-0.00366211	-0.0427246
-0.0320435	-0.00946045	-0.0415039
-0.0234985	-0.0161743	-0.0396729
-0.0134277	-0.0241089	-0.0375366
-0.00427246	-0.0314331	-0.0357056
0.000610352	-0.0357056	-0.0350952
0.000915527	-0.0360107	-0.0350952
-0.000305176	-0.0341797	-0.0344849
-0.00274658	-0.0320435	-0.03479
-0.00793457	-0.0286865	-0.0366211
-0.0149536	-0.0238037	-0.0387573
-0.0213623	-0.0195313	-0.0408936
-0.0268555	-0.0167847	-0.0436401
-0.0292969	-0.0167847	-0.0460815
-0.0289917	-0.0198364	-0.0488281
-0.0283813	-0.0234985	-0.0518799
-0.0305176	-0.0244141	-0.0549316
-0.0375366	-0.0222778	-0.0598145
-0.0460815	-0.0186157	-0.0646973
-0.0509644	-0.0180054	-0.0689697
-0.0488281	-0.0219727	-0.0708008
